id,likes,shares,comments,views
6843642542348480_7871869436192447,0,0,0,0
100009969693605_2239865276355774,0,0,0,0
100009677985402_2271106623221915,0,0,0,0
100052281602746_1040745591011485,0,0,0,0
104783221047128_881275407352652,34,0,0,0
184586842007051_1002641721871636,1,0,0,0
100064965447089_857407479768092,0,0,0,0
100004262624349_2992478657570859,0,0,0,0
1577743625781985_984772966990183,9,0,0,0
104215765208405_518650730499085,12,0,0,0
61559680618143_122121534710322687,0,0,0,0
100148885336364_945227620965013,1,0,0,0
465885632447300_505473561821840,0,0,0,0
388269755048066_860022846146497,0,0,0,0
100032312057685_1145178616569196,0,0,0,0
100082412525960_488550563902024,0,0,0,0
1779862445800687_1935263343593929,0,0,0,0
2241963522716836_3789619051284601,0,0,0,0
1862347380784681_2355377848148296,0,0,0,0
100080185279210_492736180075887,0,0,0,0
2254503014845175_3364973860464746,0,0,0,0
2300069060013852_8158717920815574,0,0,0,0
2562330377120325_8160671123952861,0,0,0,0
4088953207818114_8010359445677451,0,0,0,0
391106541042811_931243998807836,2,0,0,0
100004109711637_2858495907630705,0,0,0,0
100040962249076_1225588522149878,0,0,0,0
100040766083963_1291768562192001,0,0,0,0
2023168317797126_880024850832541,4,1,0,0
100052281602746_1045777953841582,0,0,0,0
170781491718162_1042129241250045,0,0,0,0
104783221047128_886478193499040,33,0,0,0
184586842007051_1008342414634900,4,0,0,0
894786142336271_933974215084130,0,0,0,0
894786142336271_933971958417689,0,0,0,0
894786142336271_933984241749794,0,0,0,0
894786142336271_933977538417131,0,0,0,0
894786142336271_933969298417955,0,0,0,0
894786142336271_933979711750247,0,0,0,0
894786142336271_933970301751188,0,0,0,0
894786142336271_933972868417598,0,0,0,0
894786142336271_933974745084077,0,0,0,0
894786142336271_933961431752075,0,0,0,0
1293095694404647_2403837839997088,0,0,0,0
894786142336271_933960581752160,0,0,0,0
894786142336271_933959438418941,0,0,0,0
894786142336271_933958271752391,0,0,0,0
894786142336271_933957158419169,0,0,0,0
894786142336271_933955538419331,0,0,0,0
894786142336271_933953228419562,0,0,0,0
1230163183668104_804270988503459,2,0,0,0
894786142336271_933951098419775,0,0,0,0
894786142336271_933949025086649,0,0,0,0
528905745_10161960675600746,0,0,0,0
894786142336271_933948101753408,0,0,0,0
894786142336271_933946915086860,0,0,0,0
894786142336271_933944908420394,0,0,0,0
894786142336271_933943581753860,0,0,0,0
894786142336271_933941851754033,0,0,0,0
894786142336271_933941251754093,0,0,0,0
894786142336271_933939971754221,0,0,0,0
894786142336271_933936488421236,0,0,0,0
894786142336271_933932968421588,0,0,0,0
730892405_10160310907942406,0,0,0,0
894786142336271_933927638422121,0,0,0,0
894786142336271_933914215090130,0,0,0,0
1211884242782658_1467623280542085,0,0,0,0
100004005888161_3302594896550674,0,0,0,0
100011408082089_2444014339322145,0,0,0,0
100004062158804_3505626692916035,0,0,0,0
2023168317797126_879667630868263,6,0,0,0
100001209534307_8111974885519415,0,0,0,0
100007544704970_3702463320015122,0,0,0,0
100005194026408_2548902185292891,0,0,0,0
388269755048066_859424222873026,1,0,0,0
100032312057685_1144595199960871,0,0,0,0
122454025097077_1002144175245881,1,0,0,0
1127628571108317_1709402516264250,0,0,0,0
114677801218563_460464076734650,147,18,10,0
117102649001302_1419857378725816,0,0,0,0
2023168317797126_879478410887185,5,1,0,0
100086620209287_454980467399290,0,0,0,0
441921569340317_462241106521511,5,2,5,0
337385736949266_917606983713208,5,2,8,0
1361127933913361_27011716111761191,0,0,0,0
100803886076240_462771689882331,1572,3,54,0
100004086338869_3545891092223734,0,0,0,0
390908354095723_122109965984375951,0,0,0,0
388704074317540_122095313054409301,0,0,0,0
100002997181595_7433619046747928,0,0,0,0
1593263604082548_7772372549504925,0,0,0,0
100005219581398_2436813513169278,0,0,0,0
100089402520941_456941480629266,0,0,0,0
100052281602746_1045194810566563,0,0,0,0
104783221047128_885882066891986,31,0,2,0
184586842007051_1007649181370890,6,0,0,0
100002501593294_7794440573982585,0,0,0,0
100091142017746_414423338272397,0,0,0,0
100007604891739_3632291890367605,0,0,0,0
603822975165471_771221055092328,0,0,0,0
1791442224225058_950559866870482,2,1,5,0
100009956715973_2293917327616802,0,0,0,0
100000011953557_8268019023208414,0,0,0,0
457459190124669_494394613097793,0,0,0,0
111315668692824_331467680016422,1,0,1,0
388269755048066_858885689593546,2,0,0,0
100032312057685_1144102990010092,0,0,0,0
100003932020996_3009901382484233,0,0,0,0
492233207999169_1578918465997299,0,0,0,0
100000322351987_7941367219217278,0,0,0,0
298965703308496_122117231906334419,3,0,0,0
61560717740959_122113931036357258,0,0,0,0
100003108878871_7788257481287804,0,0,0,0
1566026073706579_1032927132165846,0,0,0,0
581567583397895_1045814036973245,0,0,0,0
100003284728806_7700260166760064,0,0,0,0
298965703308496_122117193224334419,3,0,0,0
1464533410510176_880703634099685,320,8,58,0
2023168317797126_878750480959978,7,0,2,0
100052281602746_1044617993957578,0,0,0,0
100089402520941_456277320695682,0,0,0,0
1315102742_10231709864032345,0,0,0,0
716550913529554_832930205224957,0,0,0,0
100000690406633_8347475518618712,0,0,0,0
100001804372034_26094777360165720,0,0,0,0
100003134954231_8062681407179611,0,0,0,0
114677801218563_474286462019078,18,1,4,0
100045077094327_1031116555067571,0,0,0,0
100015417193260_1795835454273677,0,0,0,0
509211503050765_1412958699342703,0,0,0,0
1791442224225058_950559666870502,0,0,0,0
1791442224225058_950559690203833,0,0,0,0
1791442224225058_950559626870506,0,0,0,0
1791442224225058_950559646870504,0,0,0,0
1546857168890148_924167423060104,15,3,0,0
100037045564942_1185658689345639,0,0,0,0
176082092250511_122150822492107366,0,0,0,0
112667335269249_122173978238037086,0,0,0,0
1076085173620427_1149271039635173,0,0,0,0
17402347_10100934820095005,0,0,0,0
100006999120609_3721158744794060,0,0,0,0
156886184167153_122177360534083391,4,2,0,0
100011616702698_2090061821391021,0,0,0,0
100011616702698_2087300858333784,0,0,0,0
100011616702698_2084919621905241,0,0,0,0
100020591781774_1425976054765440,0,0,0,0
100003042766880_7669914936453189,0,0,0,0
100002603749605_7726339257462789,0,0,0,0
100004106712516_3411661675647356,0,0,0,0
102420689013793_430627433307379,1,0,0,0
101690712868852_449751948044237,0,0,0,0
135992722936757_122174865200085247,2,0,0,0
883943712366943_1731063990988240,0,0,0,0
3660380347316565_8113666108654611,0,0,0,0
1119191335345695_1593489567915867,0,0,0,0
763903120630193_2245454315808392,0,0,0,0
570663633114929_2668736346640970,0,0,0,0
746393340550740_997694172087321,0,0,0,0
674973001062087_927914715767913,0,0,0,0
824090269051456_1037373147723166,0,0,0,0
8155460524467805_26876591921928049,0,0,0,0
219749553285959_943795824214658,0,0,0,0
270232918662218_536386415380199,0,0,0,0
5613710048725096_8111738848922191,0,0,0,0
809199199745916_1406645286667968,0,0,0,0
286531047160008_506026821877095,0,0,0,0
5948506315205298_8165533983502509,0,0,0,0
678219674342715_743488017815880,0,0,0,0
3009396762695717_3337489479886442,0,0,0,0
872737374568268_1037393618102642,0,0,0,0
2314832922176508_3782785445381241,0,0,0,0
1858124761335989_1906313903183741,0,0,0,0
851317431930636_2114225722306461,0,0,0,0
546771402567694_1589322948312529,0,0,0,0
436794971669282_862145142467594,0,0,0,0
398062504922925_1206869404042227,0,0,0,0
679838285560495_2649162895294681,0,0,0,0
1912739259095738_2191705794532415,0,0,0,0
103342439044955_460698600050493,0,0,0,0
111139820375486_1020132839899466,0,0,0,0
61562745615667_122104885496424853,0,0,0,0
109580198905614_122190423962017123,22,3,0,0
157571257437156_122168735534088966,7,0,1,0
100081560607133_482061521189197,0,0,0,0
679838285560495_2651143125096658,0,0,0,0
100000168159886_8826461367369381,0,0,0,0
104475172000644_482736927820314,1,5,0,0
829799700471807_935832755250408,1,0,0,0
2023168317797126_893692176132475,2,0,0,0
2037830259694385_3469543029856427,0,0,0,0
100007822756031_3788180568119331,0,0,0,0
184586842007051_1024056766396798,3,0,0,0
104783221047128_900880598725466,33,0,0,0
193018244068566_893069129530507,1719,9,25,0
2023168317797126_893355559499470,7,1,1,0
1480736115349715_7930050263751569,0,0,0,0
457459190124669_507772121760042,0,0,0,0
890010762477064_1024484482363024,0,0,0,0
656342367724454_964345995732665,112,3,22,0
100032312057685_1157626575324400,0,0,0,0
100003488371970_7578379462288258,0,0,0,0
702732301035494_1170921994216520,0,0,0,0
100004942170953_2620918178082896,0,0,0,0
331651717569985_950562953541192,11,5,0,0
100001082351198_8031188176927181,0,0,0,0
106587995237967_491809643399418,6,0,0,0
100003123399781_7806358456144857,0,0,0,0
100000100149834_8695298237150095,0,0,0,0
100001154490821_7686612808053793,0,0,0,0
100005830383836_2576673585870296,0,0,0,0
100002963357568_7572696036172433,0,0,0,0
100005555385078_2484012951793860,0,0,0,0
100003035655324_7519907941453653,0,0,0,0
100032312057685_1158253498595041,0,0,0,0
122454025097077_1018695770257388,3,0,2,0
100005752367286_2626662140868839,0,0,0,0
742108509203239_996086862527048,0,0,1,0
100005635245099_2501349716729512,0,0,0,0
2023168317797126_893796946121998,8,0,0,0
279836771887548_122128671890305965,3,0,0,0
100003537534371_7644195685708273,0,0,0,0
100007332034048_3693623087558723,0,0,0,0
100001874611790_26125376163774848,0,0,0,0
492233207999169_1593840044505141,0,0,0,0
100007693087422_3750480618551671,0,0,0,0
100006551112163_3991322857762712,0,0,0,0
102853891807034_977017367767929,2,0,0,0
155020354872000_993712986094544,14,0,1,0
114473623428493_885029686981064,5,1,0,0
154580431385337_800033495625096,253,22,34,0
110543593825467_877806437705632,6,0,0,0
100001228594103_8353373888046815,0,0,0,0
100044473696863_1038299034329210,0,0,0,0
110566584854808_511251701460741,0,0,0,0
932836044393827_1212545973089498,0,0,0,0
544407422790991_1575882262976830,0,0,0,0
582871640030411_1043550653962505,0,0,0,0
184849268797609_1152200786018154,1,1,1,0
100023058916539_1654238805354734,0,0,0,0
194801663885605_1032790965415489,9,1,0,0
214439288598260_955525963251460,1,0,0,0
100000337473833_8198113083543193,0,0,0,0
103542821464485_525100380181407,1,0,0,0
100027146093077_1512416529673202,0,0,0,0
620995938023001_1202271397396300,0,0,0,0
243441746317860_908297024647799,0,0,0,0
511008089312112_472165728780965,3,0,0,0
245464115307968_122157807122190942,4,3,0,0
100000189807144_8759588460724060,0,0,0,0
61562778554693_122106102332425951,0,0,0,0
61562790765413_122106369854426358,0,0,0,0
100009025300430_3598588813785260,0,0,0,0
277680629555849_918108573664885,8,2,0,0
100063524902538_1027708276023326,0,0,0,0
103583721614514_1026010085816132,5,0,0,0
115951758434943_1056199699841410,21,1,1,0
535011580298308_1257764458957830,4,1,0,0
222476357774760_818698853572945,0,0,0,0
102478811162109_1017854483681034,5,0,0,0
346938848510652_122105013038430279,0,0,0,0
2380101548901131_3940399599537977,0,0,0,0
2380101548901131_3940399152871355,0,0,0,0
724703344268928_26195454333433812,0,0,0,0
262607547877053_1739464546858005,0,0,0,0
2097894073565292_8215369658484339,0,0,0,0
291535204318665_935689498367357,0,0,0,0
100006461854912_4731847493707266,0,0,0,0
100003208068672_7887052204744970,0,0,0,0
284329864951018_979873714149727,10,0,0,0
107422361042206_939919891273196,0,0,0,0
1024310671_10228202625703886,0,0,0,0
1791006704457239_987826823353010,2,0,0,0
100002512517182_8000007313426273,0,0,0,0
100001307527080_8001580246562147,0,0,0,0
100001505745496_8012661478793964,0,0,0,0
100000721938226_8349174578449857,0,0,0,0
100004955883155_2890526377789197,0,0,0,0
679545376_10170045594705377,0,0,0,0
100005397810796_2453382728184964,0,0,0,0
100005005542270_2814103692099788,0,0,0,0
100000989773644_8147033108672934,0,0,0,0
100001473884354_8017353274990389,0,0,0,0
100005954147829_2511689819039465,0,0,0,0
100000916296849_26546330974980752,0,0,0,0
167857640434920_1096562748590661,6,0,0,0
100007693087422_3748449478754785,0,0,0,0
100003481261714_7604133086379325,0,0,0,0
110383148029173_888161519825675,25,9,5,0
177748733004256_805432391571292,2,0,1,0
100012003942303_1851578918585555,0,0,0,0
101913822069158_520367720337828,0,0,0,0
100008562914144_3446936205601776,0,0,0,0
100010426995344_2163197484037797,0,0,0,0
1066033450_10226518210795957,0,0,0,0
100083568585068_477831141679168,0,0,0,0
61562782663144_122104932464426088,0,0,0,0
827723920702977_3113712305437449,0,0,0,0
556460937_10159561625520938,0,0,0,0
100002206680442_7921660294584115,0,0,0,0
234477301116_917438837095134,2,0,0,0
100029857746117_1209633670041880,0,0,0,0
249442254911404_122166016994203396,0,0,0,0
100027146093077_1510501766531345,0,0,0,0
100055972490003_915717803637294,0,0,0,0
106038114871310_817289110593158,0,0,0,0
377626015429958_122103931772408784,2,2,0,0
100042802761629_1392995872137158,0,0,0,0
1348582847_10235011188124500,0,0,0,0
582871640030411_1041039210880316,0,0,0,0
103199331900306_515970194116452,0,0,0,0
234699035124367_951184770142453,0,0,0,0
100067704667211_807255311541284,0,0,0,0
1729764963922670_3937364066496071,0,0,0,0
642565269503476_1899201850506472,0,0,0,0
270910256886376_1518741465436576,0,0,0,0
100029286250833_1268653467454183,0,0,0,0
100004281132603_2894552074030802,0,0,0,0
103542821464485_522621373762641,2,0,0,0
100027146093077_1509829109931944,0,0,0,0
61562420158345_122103619976414005,0,0,0,0
61561512748816_122112619178383758,0,0,0,0
90725688229_1024627192998279,0,0,0,0
108645385015709_499924059249368,0,0,0,0
61561857514569_122103797810395250,0,0,0,0
110295314958165_453956307402923,7,2,0,0
110295314958165_453950847403469,2,0,0,0
100014850690337_1881723732332632,0,0,0,0
1790728513_10221232846689313,0,0,0,0
374821989049486_122100587294432321,20,2,4,0
523886533214348_813701350899530,0,0,0,0
101436235297590_816156440666341,0,0,0,0
176654872189778_122157501260102966,19,0,3,0
102244242476494_472465118873791,0,1,2,0
106117588661759_483215570967242,11,1,0,0
1460207144035862_881309084018934,0,0,0,0
1160716747354612_903656495123427,0,0,0,0
152199398176214_884829390348910,0,0,0,0
100027146093077_1509193126662209,0,0,0,0
171132542929029_870675128421204,44,4,1,0
61562013425364_122105334038400447,0,0,0,0
100056328963869_917158060171818,0,0,0,0
56081941033_1073919074497570,2,0,1,0
101897762399918_513105857951707,1,0,1,0
107290621709409_502172108992758,6,1,0,0
240944472427873_122163913322212546,0,0,0,0
1803096150_10220880995053655,0,0,0,0
347634421935754_799114322424847,13,2,0,0
324120711055498_838600568334855,6,2,0,0
1669120533352696_3782535068677888,0,0,0,0
303057932894745_122126139344319240,0,0,0,0
100004671575087_2731286060370420,0,0,0,0
100015134435030_1962331820947947,0,0,0,0
1791006704457239_987157816753244,5,3,0,0
232431700123239_1099134918441516,41,1,0,0
103542821464485_521388300552615,1,0,0,0
100027146093077_1508600206721501,0,0,0,0
1133389414_10231096579094548,0,0,0,0
100076427565075_515342887689959,0,0,0,0
343314576104823_876423121170405,5,0,1,0
457459190124669_503662995504288,0,0,0,0
576464962716062_2211371692558706,0,0,0,0
100000191856152_8804338042915837,0,0,0,0
100621512836259_457773667122633,17,1,9,0
429616748114762_1178972776512485,0,0,0,0
100054018369551_967916911685579,0,0,0,0
606826336085779_1245341186440580,7,0,0,0
117418342989823_972725948195642,0,0,0,0
576464962716062_2211133669249175,0,0,0,0
1441206085937591_7991278734263594,0,0,0,0
100002266233780_7893150144103782,0,0,0,0
103542821464485_520742400617205,2,0,0,0
100027146093077_1507934440121411,0,0,0,0
520351478_10159882674336479,0,0,0,0
343314576104823_875890487890335,5,3,1,0
458116721232534_1104802418321939,0,0,0,0
100020470098281_1435591920466464,0,0,0,0
122093385002017173_122204927018008321,3,0,0,0
226304988083789_1031113149014326,1,0,0,0
1005526142794445_1002444628552105,13,1,0,0
106587995237967_495858962994486,3,0,0,0
122454025097077_1012260084234290,6,0,1,0
443315499047532_876592614494768,1,0,0,0
103542821464485_520137604011018,2,0,0,0
100027146093077_1507263063521882,0,0,0,0
177748733004256_802091055238759,0,0,0,0
100050180794626_1028839208798763,0,0,0,0
100006382171830_3971343033088397,0,0,0,0
100004447599165_2947940942030797,0,0,0,0
100003072195890_7609606139151717,0,0,0,0
100002874054000_7653099331462459,0,0,0,0
100090438854173_433530159671609,0,0,0,0
100000343405134_8173768489311183,0,0,0,0
100001021491373_8169677013076267,0,0,0,0
100000124192003_8940085039338880,0,0,0,0
100000152027362_8604476756233973,0,0,0,0
1610760014_10229763718389776,0,0,0,0
100028633801716_1333759827588465,0,0,0,0
100028633801716_1333759730921808,0,0,0,0
100006059499281_3699343406944273,0,0,0,0
100002533162903_7953496331411393,0,0,0,0
100093132286194_379615378486202,0,0,0,0
100015327036430_1897339730786910,0,0,0,0
100002199670535_7892235694193008,0,0,0,0
100008610272534_3386845174945792,0,0,0,0
100000210332192_8743407502342841,0,0,0,0
100002820475794_7890163754420895,0,0,0,0
100009722041622_2251878858479494,0,0,0,0
1040903701_10229262170952408,0,0,0,0
100002491944754_7952406398185679,0,0,0,0
100012760504484_1952952268473438,0,0,0,0
100037082165083_1191640178748710,0,0,0,0
100002214320115_7953544174729314,0,0,0,0
100008331011573_3743507389270258,0,0,0,0
688269752_10160854783579753,0,0,0,0
100002639187997_7942836019147625,0,0,0,0
100029179623927_1251672039148772,0,0,0,0
100002866807474_7467756353329851,0,0,0,0
1959388014390422_1028214285761250,0,0,0,0
109765657966274_810761634551709,0,0,0,0
100002560471775_7745165862245353,0,0,0,0
100000783820242_8005442439491804,0,0,0,0
100005738321445_2474372006097386,0,0,0,0
100004444085549_2787760258048750,0,0,0,0
352518574771293_900287982115671,1,0,0,0
100016202971140_1552195791997172,0,0,0,0
100001600419550_7943190125744256,0,0,0,0
100004173572238_2818939508255141,0,0,0,0
677778706_10161577868318707,0,0,0,0
137894679721394_1138753310841996,17,3,0,0
352518574771293_898983308912805,10,0,0,0
1659335821_10222121909470948,0,0,0,0
1659335821_10222121751587001,0,0,0,0
603896949_10161566297426950,0,0,0,0
61560055808442_122117473196335193,0,0,0,0
100012178181081_2038147709934482,0,0,0,0
576464962716062_2209233429439199,0,0,0,0
100000222907695_8677562182261126,0,0,0,0
590578412_10162179484328413,0,0,0,0
590578412_10162179484278413,0,0,0,0
590578412_10162179484248413,0,0,0,0
590578412_10162179484433413,0,0,0,0
590578412_10162179484798413,0,0,0,0
590578412_10162179484173413,0,0,0,0
590578412_10162179484143413,0,0,0,0
100000809946953_7851316798238574,0,0,0,0
61552526325025_122167400516084210,0,0,0,0
458116721232534_1102534315215416,0,0,0,0
100003323622894_7843975069056536,0,0,0,0
746604244013733_785963413411149,0,0,0,0
652320587_10159889365065588,0,0,0,0
100012632100996_1971023323328719,0,0,0,0
322133270905_1103482808013541,6,0,0,0
100025256452071_1655319888653210,0,0,0,0
272520502944456_1072348240927364,1,0,0,0
100000158497615_8674438102571387,0,0,0,0
100003183230101_7813995222049841,0,0,0,0
588860971127463_1026972712774011,11,0,0,0
104215765208405_523268270037331,10,0,0,0
100032312057685_1149963952757329,0,0,0,0
1817830715089402_2663311007208031,0,0,0,0
126745654051568_8056326477760073,0,0,0,0
394010978398168_1208550163610908,0,0,0,0
645037539776052_1551366775809786,0,0,0,0
100002437180638_7900092916748536,0,0,0,0
1407529429_10233242301425403,0,0,0,0
100009525858313_3858594397801384,0,0,0,0
100030401302738_1193203595036339,0,0,0,0
100009525858313_3858371371157020,0,0,0,0
108746368556935_466319582815471,69,0,0,0
172922049231858_122155924508103492,0,0,0,0
100000190322330_8792493944100196,0,0,0,0
177748733004256_798303345617530,0,0,0,0
100005338717799_2572794056241860,0,0,0,0
100005338717799_2572793862908546,0,0,0,0
100014048444682_1859323171212613,0,0,0,0
221872857673293_122159103074186143,0,0,0,0
1804244457_10220239371413503,0,0,0,0
100001821773813_26160204380290264,0,0,0,0
100000204320659_8669016296448428,0,0,0,0
1951080498502316_865910265569565,6,1,0,0
640506704_10160101108631705,0,0,0,0
100001319165280_7729185250468704,0,0,0,0
100000249284099_8276888512329376,0,0,0,0
100003846812715_2844851468986386,0,0,0,0
100005958241582_2322032991338620,0,0,0,0
824097632921268_855422016455496,0,0,0,0
1580475431_10229001387610973,0,0,0,0
116113891560776_325136130671088,18,1,6,0
100012178181081_2031616453920941,0,0,0,0
552776284781209_8048605645198198,0,0,0,0
783346072213239_1594702684410903,0,0,0,0
993052495245842_1168794037671686,0,0,0,0
1010513989775738_1759119661581830,0,0,0,0
1371614443418413_1544787889434400,0,0,0,0
100009525858313_3854478261546331,0,0,0,0
492233207999169_1580570822498730,0,0,0,0
113673321586572_464062319899520,1,0,0,0
100003958941517_3029822807159654,0,0,0,0
100007823344753_3774116829525725,0,0,0,0
100088665445075_464797023152475,0,0,0,0
100002474555746_7846391625453245,0,0,0,0
112916938571707_122190947198018013,1,0,0,0
177748733004256_801556781958853,0,0,0,0
1435528150_10225041415049302,0,0,0,0
100012003942303_1839030519840395,0,0,0,0
2919821584712204_8808707139156923,0,0,0,0
159638783898084_122154912056099207,0,0,0,0
177748733004256_794528145995050,4,2,0,0
867956380945825_1155138095560984,0,0,0,0
908782833300008_1662724601239157,0,0,0,0
4093852610659243_8156999444344519,0,0,0,0
108125564655654_962699735903091,2,0,0,0
108646415573190_397697546660297,5,0,1,0
197025130909801_1491250054820629,0,0,0,0
100222062785583_444672048332830,0,0,0,0
100058486675700_886492973310250,0,0,0,0
184586842007051_1007008018101673,1,0,0,0
177748733004256_793981819383016,4,1,0,0
100010215040469_2232832560400557,0,0,0,0
100004082778256_3498844230261635,0,0,0,0
100768494888549_1005689368225283,4,0,0,0
100001805028756_25932912489685564,0,0,0,0
100092994972632_366087563167740,0,0,0,0
100012003942303_1836482990095148,0,0,0,0
781962832162916_940212011456531,7,0,8,0
515457956514251_1485911906135513,0,0,0,0
388269755048066_873157618166353,2,0,0,0
423469973953285_473702745596674,0,0,0,0
347392765842491_1566348813946874,0,0,0,0
2862599633995820_3730711383851303,0,0,0,0
3285755455063081_3358533867785239,0,0,0,0
485281649457500_1221671645818493,0,0,0,0
1417961838750656_1574622816417890,0,0,0,0
511823374489933_681992827472986,0,0,0,0
636635083395122_2319195758472371,0,0,0,0
262607547877053_1731634070974386,0,0,0,0
131813720779972_1528227074471956,0,0,0,0
1768017816705351_2718784931628630,0,0,0,0
457459190124669_499976172539637,0,0,0,0
1356156474473219_8015479751874158,0,0,0,0
317622932041031_2032724843864156,0,0,0,0
457459190124669_499422539261667,0,0,0,0
3351693741816447_3716039258715225,0,0,0,0
1817830715089402_2662377243968074,0,0,0,0
4248053741892911_8237525376279041,0,0,0,0
783139265958192_1515506132721498,0,0,0,0
9513147255392298_26243171008629993,0,0,0,0
2097894073565292_8139408689413770,0,0,0,0
1504588853038755_3453245448173076,0,0,0,0
347392765842491_1564503264131429,0,0,0,0
2097894073565292_8135102426511063,0,0,0,0
1562163557569840_1955050081614517,0,0,0,0
5791090194315898_8042038939221001,0,0,0,0
100082139914835_470493439031983,0,0,0,0
389407310914406_122094471458419674,1,2,0,0
894786142336271_933980448416840,0,0,0,0
894786142336271_933982645083287,0,0,0,0
894786142336271_933976508417234,0,0,0,0
966959124021264_1434920523891786,0,0,0,0
197918933631610_898047059020403,129,4,94,0
388269755048066_873884551426993,1,0,0,0
100920436053734_481592064653063,2,0,0,0
2023168317797126_893885296113163,3,0,0,0
100052281602746_1062233495529361,0,0,0,0
104783221047128_904228945057298,30,0,0,0
170781491718162_1063074105822225,0,0,0,0
1025151368_10229486488359678,0,0,0,0
100004087274453_3572723566207184,0,0,0,0
100001333021660_7960552197332469,0,0,0,0
112839577066627_1060623542736615,1,0,0,0
107868599085179_122192704928026442,0,0,0,0
100009513199565_3811916682468734,0,0,0,0
100093995816747_362589636884227,0,0,0,0
111712097774576_808163084810535,0,0,0,0
459931180686714_1054166200049548,2,0,0,0
388269755048066_876387047843410,1,0,0,0
100032312057685_1160903954996662,0,0,0,0
100007207051802_3664897427093790,0,0,0,0
101579426021800_455228227329033,1,0,0,0
100003288707109_7823006517818894,0,0,0,0
100083380665623_472987305490621,0,0,0,0
100074872667979_515124430993308,0,0,0,0
100046582602504_1030318578530886,0,0,0,0
100004234774880_2878307298987068,0,0,0,0
301714721636897_1032564085218620,0,0,0,0
408251546009948_2804352963066449,0,0,0,0
158260219702449_896805615847902,0,0,0,0
200284197708318_1247292626340798,0,0,0,0
100049477471157_1019593779699862,0,0,0,0
100004234774880_2878226752328456,0,0,0,0
1848480792_10222006581194118,0,0,0,0
105758177975220_971143165026385,4,1,1,0
144661883847981_852351056412390,0,0,0,0
721328631239994_920498616777419,0,0,0,0
100000020191639_8467632776580645,0,0,0,0
2023168317797126_896261052542254,5,0,1,0
106584670094311_1561871747898922,0,0,0,0
2023168317797126_896233732544986,1,0,0,0
100010220791593_2224131447937527,0,0,0,0
384282752424649_1070299085101381,1351,130,19,0
100052281602746_1061597132259664,0,0,0,0
104783221047128_903603625119830,31,1,0,0
103316828505557_890386229801003,3,0,0,0
668487138759722_809523447989423,0,0,0,0
42161739888_1016779590455376,4,0,0,0
100000243850310_26603562695901831,0,0,0,0
179226985430103_914081367423162,13,13,1,0
457459190124669_510300591507195,0,0,0,0
100008761954389_3357125981256101,0,0,0,0
100007332034048_3696271883960510,0,0,0,0
102238051539057_909320364547946,0,0,0,0
100087913943405_471706292436498,0,0,0,0
388269755048066_875686141246834,2,0,0,0
100032312057685_1160172858403105,0,0,0,0
967800113258618_1006998747884770,7,0,0,0
186247651492742_1105637274320573,1,0,0,0
100029764487239_1248315102837294,0,0,0,0
100000082983609_8386334118045938,0,0,0,0
100000082983609_8386298484716168,0,0,0,0
100007678682613_3789316788000907,0,0,0,0
100032826219221_1129738024797061,0,0,0,0
1672835522956367_812406204334412,12,16,0,0
570068091191513_1032737411591243,0,0,0,0
1976477939238462_3971573166395586,0,0,0,0
100074872667979_514390284400056,0,0,0,0
104823511527336_918022593674573,18,1,0,0
1193454664049083_890605542888807,0,0,0,0
2023168317797126_895635982604761,5,1,1,0
1010070638_10228790142670969,0,0,0,0
2757281961249471_3633332123644446,0,0,0,0
100025659372040_1546545916210706,0,0,0,0
2346538242192837_2582659515247374,0,0,0,0
103542821464485_527634746594637,1,0,0,0
100027146093077_1514967276084794,0,0,0,0
1628479074098717_914144974077942,0,0,0,0
170781491718162_1061503785979257,0,0,0,0
104783221047128_902933661853493,31,0,0,0
273419856083727_1036497278484238,3,3,0,0
588965367_10168779441880368,0,0,0,0
100007332034048_3695561554031543,0,0,0,0
100040962249076_1240755283966535,0,0,0,0
231302094116212_911936657641954,27,0,0,0
850130275172666_2534708943381449,0,0,0,0
100053378317957_1054905476298720,0,0,0,0
100028499472573_1331077611185542,0,0,0,0
369495329585071_122100140864452865,1,0,0,0
222211351649066_1729460157590837,0,0,0,0
869956119703153_8328504127181611,0,0,0,0
100000380058488_8103651999657388,0,0,0,0
100007332034048_3695400754047623,0,0,0,0
399165936607730_122097480614455921,7,1,0,0
192075381154416_1011406930994981,5,0,0,0
388269755048066_875064977975617,1,0,0,0
100032312057685_1159544421799282,0,0,0,0
100000237111007_26552945980963278,0,0,0,0
61550798456819_122191945274026615,0,0,0,0
110131788778103_366924536440849,0,0,0,0
1255098919_10232762488665303,0,0,0,0
869956119703153_8327803797251644,0,0,0,0
112912461314913_490574257052846,0,0,0,0
767185310595762_1487760225204930,0,0,0,0
1795515494_10219922798899097,0,0,0,0
100007332034048_3695245274063171,0,0,0,0
272469934116698_1013978283299189,0,0,0,0
337344262805545_122102545622448817,0,0,0,0
2023168317797126_895005539334472,4,0,0,0
829799700471807_937190715114612,0,0,0,0
111139820375486_1021565576422859,0,0,1,0
2063118120585836_1158574935790177,2,1,0,0
1586357461516452_2940852276066957,0,0,0,0
100004289982274_2805638669589105,0,0,0,0
100052281602746_1060320249054019,0,0,0,0
309184452269739_122136718418270057,4,0,1,0
104783221047128_902264255253767,32,0,0,0
915522845226873_959327595996514,34,7,1,0
